0.036576,0.039790,0.048064
0.014536,0.016108,0.018124
0.009385,0.010223,0.012288
0.010465,0.010737,0.013268
0.023505,0.024425,0.028906
0.030045,0.031645,0.035921
0.034097,0.033467,0.043098
0.051253,0.042843,0.048314
0.040724,0.042515,0.048893
0.041354,0.041272,0.038618
0.019343,0.020180,0.023859
0.016704,0.016966,0.018274
0.019548,0.021869,0.024580
0.013146,0.015161,0.016607
0.014619,0.015967,0.018595
0.021302,0.023872,0.026974
0.015353,0.016611,0.020542
0.017349,0.018518,0.023862
0.016372,0.017657,0.022360
0.017884,0.018864,0.021690
0.034150,0.031963,0.035427
0.027285,0.026063,0.032894
0.032286,0.036623,0.041404
0.023586,0.025252,0.028258
0.017891,0.019650,0.024057
0.029324,0.033522,0.037604
0.022696,0.024104,0.029038
0.036445,0.033323,0.035674
0.037433,0.040251,0.051899
0.044147,0.049197,0.056153
0.041605,0.043843,0.057720
0.044310,0.049816,0.056145
0.039007,0.045580,0.050381
0.044712,0.049379,0.055997
0.046059,0.042923,0.051281
0.039274,0.041391,0.050632
0.043910,0.049627,0.056336
0.047597,0.048761,0.050808
0.041665,0.042261,0.048912
0.041194,0.043318,0.053865
0.043712,0.049485,0.055948
0.044572,0.056736,0.056248
0.037640,0.042630,0.050779
0.044180,0.049618,0.067865
0.034581,0.037336,0.045698
0.042004,0.043893,0.049599
0.047526,0.039957,0.049268
0.038100,0.040446,0.050554
0.038545,0.041519,0.050034
0.038230,0.041102,0.048192
0.039834,0.041182,0.050549
0.039148,0.039303,0.048539
0.044038,0.041410,0.050161
0.037535,0.040796,0.050695
0.037422,0.043976,0.050729
0.040634,0.040637,0.050060
0.042592,0.044903,0.052974
0.039228,0.090182,0.058639
0.038513,0.040725,0.050268
0.039786,0.042455,0.051467
0.037405,0.042360,0.052263
0.043652,0.049388,0.065655
0.037750,0.041200,0.047612
0.037007,0.041060,0.048713
0.040248,0.043040,0.051645
0.044508,0.049283,0.055882
0.042432,0.039790,0.048449
0.038120,0.053631,0.052110
0.043910,0.049603,0.054971
0.038122,0.041410,0.051068
0.037075,0.040111,0.049389
0.043253,0.043603,0.053656
0.039810,0.044199,0.050674
0.055079,0.045116,0.048076
0.037464,0.042760,0.054862
0.040972,0.046939,0.050978
0.051159,0.040744,0.049993
0.033465,0.034472,0.042646
0.031182,0.033368,0.039962
0.028764,0.030429,0.035999
0.023006,0.024737,0.029963
0.019119,0.021659,0.025430
0.022098,0.024856,0.029687
0.022881,0.024615,0.025490
0.021307,0.021540,0.025555
0.024962,0.027603,0.031554
0.017278,0.017895,0.023204
0.017575,0.017909,0.021116
0.015241,0.015836,0.019180
0.013346,0.015017,0.017586
0.018378,0.020663,0.023027
0.017716,0.019889,0.022356
0.018151,0.020301,0.023092
0.010920,0.011726,0.014336
0.010684,0.010390,0.012581
0.014185,0.016264,0.018178
0.014441,0.015996,0.018116
0.014483,0.016187,0.018086
0.014384,0.016157,0.018231
0.014539,0.016088,0.018233
0.010280,0.010466,0.012856
0.010200,0.010453,0.012648
0.010393,0.010887,0.012606
0.014365,0.016003,0.018205
0.014406,0.016170,0.018204
0.009690,0.010411,0.012755
0.009897,0.010266,0.012529
0.014343,0.016148,0.018197
0.014491,0.016115,0.018326
0.014314,0.016060,0.031838
0.014346,0.015977,0.018239
0.014354,0.016049,0.034825
0.009732,0.010192,0.012879
0.010864,0.011458,0.013105
0.016391,0.015415,0.018638
0.014296,0.016120,0.018045
0.014341,0.016082,0.018136
0.014686,0.016185,0.018198
0.014338,0.015981,0.018259
0.014253,0.016141,0.018196
0.014518,0.016202,0.018331
0.010356,0.010856,0.012556
0.014331,0.016087,0.018287
0.009949,0.010560,0.012553
0.014477,0.015902,0.018367
0.014595,0.016203,0.018287
0.018221,0.016055,0.018254
0.010139,0.011461,0.013246
0.014419,0.016282,0.018197
0.014298,0.015986,0.018263
0.014460,0.016226,0.018185
0.009474,0.010396,0.012123
0.014248,0.016063,0.018196
0.015965,0.017700,0.019890
0.018693,0.020904,0.023753
0.012817,0.013494,0.016385
0.023902,0.026611,0.029774
0.018806,0.019142,0.023484
0.036705,0.040830,0.052759
0.036646,0.036802,0.042938
0.038977,0.042725,0.058453
0.044108,0.049357,0.056104
0.039384,0.044637,0.051374
0.044776,0.048780,0.055978
0.039431,0.045762,0.049221
0.037518,0.039774,0.065425
0.038345,0.047007,0.059374
0.037146,0.041619,0.049495
0.038958,0.044677,0.053247
0.038477,0.041245,0.048997
0.044748,0.097469,0.055596
0.042018,0.043997,0.055732
0.038401,0.042292,0.050032
0.043214,0.041666,0.047379
0.048205,0.040269,0.048656
0.037086,0.038546,0.048448
0.036771,0.040086,0.052458
0.036957,0.040070,0.047191
0.036315,0.039902,0.049177
0.044024,0.049339,0.056179
0.038456,0.039762,0.055675
0.037544,0.041045,0.049388
0.041447,0.042297,0.048362
0.038559,0.039313,0.047942
0.041845,0.045470,0.049793
0.047053,0.040408,0.053821
0.040857,0.043728,0.048261
0.040672,0.041892,0.049307
0.052908,0.049255,0.055797
0.038872,0.042192,0.049163
0.037203,0.041059,0.048122
0.044564,0.049495,0.055628
0.043582,0.049075,0.056009
0.038771,0.041833,0.049797
0.044511,0.044251,0.049736
0.053851,0.048863,0.055126
0.037796,0.040365,0.048310
0.040139,0.041416,0.053086
0.037309,0.040450,0.049434
0.036871,0.039513,0.050653
0.043812,0.049161,0.054882
0.041201,0.043493,0.056899
0.038281,0.039862,0.050843
0.042281,0.043747,0.049519
0.044272,0.049436,0.055562
0.037649,0.044249,0.048860
0.039762,0.041847,0.049861
0.043924,0.049551,0.056166
0.050041,0.041208,0.055184
0.039494,0.039801,0.058070
0.043819,0.049566,0.055882
0.044400,0.049774,0.055919
0.038226,0.041113,0.049374
0.044110,0.049602,0.055936
0.043923,0.049578,0.056211
0.032938,0.035560,0.042493
0.039344,0.042394,0.050971
0.044717,0.048780,0.056004
0.037886,0.042715,0.050203
0.040679,0.041230,0.049507
0.044353,0.049914,0.055541
0.043645,0.049383,0.056437
0.038347,0.042490,0.049371
0.037859,0.041850,0.048877
0.044498,0.048790,0.055919
0.034981,0.036955,0.046111
0.054310,0.087533,0.055260
0.044128,0.049246,0.055264
0.036364,0.040140,0.056290
0.037413,0.041484,0.048270
0.043749,0.049319,0.055784
0.039827,0.041351,0.057809
0.040146,0.041022,0.049528
0.044455,0.049300,0.056051
0.044320,0.049139,0.055885
