0.042412,0.040015,0.084439,0.001782,0.036187,0.036600,0.036427
0.063463,0.047540,0.094098,0.001895,0.040107,0.040022,0.038077
0.047844,0.047673,0.101297,0.004118,0.057922,0.044852,0.046010
0.039540,0.041747,0.083388,0.001712,0.036725,0.036361,0.036348
0.040135,0.040146,0.078226,0.001750,0.034998,0.034644,0.033299
0.039269,0.040639,0.078814,0.003087,0.035694,0.034230,0.033374
0.037789,0.036544,0.074959,0.001443,0.032897,0.032972,0.041409
0.044441,0.043056,0.083947,0.001570,0.035260,0.033693,0.034082
0.044577,0.044932,0.095804,0.003883,0.039784,0.041314,0.040430
0.041878,0.032503,0.059007,0.003587,0.082382,0.024611,0.031882
0.026557,0.028528,0.053340,0.003552,0.022056,0.022520,0.022016
0.026204,0.024213,0.049140,0.002980,0.022187,0.022498,0.021118
0.025072,0.029203,0.057907,0.000858,0.020465,0.021056,0.020652
0.024828,0.023414,0.051422,0.000974,0.021071,0.022259,0.021014
0.031770,0.031123,0.068091,0.002765,0.028484,0.028727,0.028926
0.036156,0.035027,0.052330,0.003225,0.032620,0.056897,0.030124
0.026258,0.025145,0.049431,0.000861,0.020571,0.020278,0.020287
0.032970,0.039665,0.078054,0.002885,0.029776,0.029055,0.030060
0.031081,0.031065,0.066531,0.002772,0.036754,0.029684,0.028809
0.031041,0.031100,0.060385,0.002685,0.022911,0.023277,0.023167
0.021368,0.019842,0.042238,0.000776,0.018047,0.018396,0.028217
0.020904,0.020582,0.038784,0.000817,0.016938,0.016804,0.016490
0.036894,0.021646,0.041092,0.002631,0.019068,0.019028,0.021232
0.020349,0.019935,0.038849,0.000629,0.015395,0.015418,0.014408
0.017399,0.019472,0.036523,0.000761,0.015716,0.016313,0.015464
0.016694,0.018308,0.036338,0.000637,0.015214,0.015572,0.025798
0.025577,0.025848,0.055654,0.002239,0.022648,0.022566,0.038387
0.025111,0.024893,0.053815,0.002173,0.022530,0.024481,0.031358
0.015843,0.017941,0.030729,0.001654,0.012370,0.012646,0.012327
0.023522,0.024005,0.052696,0.002077,0.022432,0.022903,0.024109
0.019394,0.019427,0.050166,0.001710,0.018437,0.019509,0.019414
0.020475,0.020131,0.043349,0.001769,0.019183,0.018423,0.019069
0.019366,0.019461,0.038391,0.001660,0.014643,0.015243,0.014803
0.019934,0.020099,0.043088,0.001793,0.020102,0.018657,0.018662
0.012650,0.013533,0.027327,0.000500,0.011980,0.011827,0.011845
0.020125,0.019973,0.063598,0.001730,0.019660,0.018630,0.018961
0.019568,0.019418,0.043375,0.001664,0.019146,0.019371,0.019756
0.019527,0.019481,0.041972,0.001680,0.018822,0.017983,0.018671
0.018545,0.019120,0.041607,0.001663,0.017486,0.018202,0.016329
0.012710,0.012455,0.023287,0.001366,0.009703,0.010058,0.009706
0.017738,0.017710,0.034660,0.001556,0.013130,0.013357,0.013425
0.012004,0.011651,0.024703,0.000479,0.011196,0.010112,0.011440
0.010920,0.011915,0.024871,0.000420,0.010373,0.010273,0.010439
0.011123,0.012248,0.023282,0.000423,0.010659,0.010716,0.010215
0.016047,0.016567,0.037187,0.001416,0.015103,0.016581,0.028545
0.014354,0.014556,0.028691,0.001249,0.010980,0.011464,0.011062
0.014330,0.014351,0.032617,0.001244,0.014922,0.015605,0.014250
0.014330,0.014506,0.033091,0.001254,0.014950,0.014916,0.015046
0.014994,0.014793,0.029359,0.001277,0.011023,0.011367,0.011475
0.015019,0.015022,0.030026,0.001306,0.011910,0.012136,0.011829
0.014295,0.014440,0.028932,0.001254,0.015352,0.012243,0.011690
0.012578,0.012642,0.023867,0.000450,0.009026,0.011554,0.011266
0.014487,0.014437,0.032922,0.001231,0.015372,0.015072,0.015383
0.014523,0.014298,0.032001,0.001290,0.021798,0.015184,0.014934
0.014603,0.014529,0.028520,0.001272,0.011183,0.011384,0.011224
0.014682,0.014717,0.029047,0.001288,0.012180,0.012601,0.012154
0.014517,0.015039,0.032154,0.001279,0.013927,0.014191,0.013765
0.009675,0.009685,0.022047,0.000405,0.009633,0.009832,0.009977
0.009688,0.009909,0.021597,0.000387,0.009150,0.009088,0.009083
0.014243,0.014390,0.034429,0.001262,0.013907,0.014083,0.013563
0.010102,0.010941,0.020087,0.000376,0.012962,0.009558,0.008907
0.014721,0.014476,0.030654,0.001233,0.011461,0.011627,0.011743
0.014740,0.014768,0.029617,0.001286,0.011407,0.011968,0.012158
0.010957,0.012113,0.021352,0.001088,0.008736,0.009441,0.008986
0.009631,0.009529,0.020673,0.000353,0.009629,0.009652,0.009195
0.011058,0.009998,0.021360,0.000385,0.009819,0.009993,0.009506
0.014226,0.014509,0.029278,0.001252,0.011763,0.011711,0.011666
0.014459,0.014547,0.029204,0.001283,0.010701,0.011019,0.011115
0.009752,0.010927,0.020775,0.000382,0.008672,0.008904,0.008735
0.014523,0.014451,0.030807,0.001245,0.011981,0.011808,0.012083
0.015058,0.014915,0.032468,0.001269,0.013399,0.013147,0.013056
0.014757,0.014526,0.033190,0.001258,0.014147,0.015263,0.018865
0.010811,0.010441,0.021180,0.001093,0.009580,0.009865,0.010176
0.014460,0.014638,0.029693,0.001260,0.011452,0.011992,0.011498
0.014782,0.014528,0.030518,0.001251,0.012542,0.013226,0.012955
0.014357,0.014651,0.038860,0.001227,0.014964,0.015673,0.015617
0.009797,0.010488,0.021023,0.000411,0.009611,0.009248,0.009218
0.014220,0.014386,0.028248,0.001250,0.010692,0.010929,0.010698
0.014490,0.014433,0.028767,0.001231,0.011051,0.011564,0.011332
0.014369,0.014437,0.029949,0.001267,0.011676,0.011735,0.011960
0.014902,0.014751,0.032444,0.001242,0.013981,0.013897,0.014016
0.014690,0.014577,0.031863,0.001270,0.021644,0.015354,0.014722
0.010036,0.010553,0.019967,0.000369,0.008694,0.009224,0.008411
0.014142,0.014668,0.031471,0.001267,0.012918,0.012994,0.012652
0.014284,0.014750,0.033017,0.001242,0.015101,0.015546,0.015111
0.014386,0.014505,0.028424,0.001282,0.015600,0.017522,0.011780
0.014529,0.014672,0.029829,0.001271,0.011726,0.011966,0.011983
0.011283,0.011870,0.022923,0.000400,0.009676,0.010024,0.009550
0.015249,0.015061,0.033508,0.001335,0.015889,0.014805,0.015326
0.011495,0.012053,0.024036,0.000440,0.010125,0.010527,0.010313
0.013054,0.012676,0.025961,0.000558,0.011334,0.011198,0.010995
0.014309,0.014834,0.029912,0.000617,0.013416,0.013416,0.012727
0.023589,0.026083,0.052525,0.002063,0.019135,0.020027,0.020788
