0.223444,0.287371,0.186936,0.192485,0.163308
0.223495,0.252772,0.243075,0.787002,0.704731
0.709485,0.751073,0.691764,0.878533,0.641203
0.528588,0.573556,0.525886,0.502874,0.430961
0.326083,0.351220,0.333518,0.318515,0.263028
0.195455,0.214178,0.203872,0.221808,0.183763
0.176067,0.190737,0.174378,0.183163,0.161453
0.222171,0.250390,0.241777,0.261278,0.172980
0.217974,0.242867,0.260811,0.258752,0.223179
0.257123,0.289985,0.275607,0.293862,0.291848
0.434754,0.521307,0.473138,0.403060,0.348427
0.264869,0.338719,0.296821,0.315919,0.278807
0.188677,0.208238,0.193503,0.194593,0.168334
0.224814,0.330604,0.196178,0.194543,0.163305
0.212763,0.213855,0.225425,0.237940,0.219198
0.298119,0.340641,0.301074,0.318296,0.273182
0.274272,0.308162,0.289476,0.313299,0.289961
0.480565,0.541387,0.523754,0.604587,0.569187
0.724886,0.635621,0.609715,0.627269,0.642350
0.457787,0.513284,0.506910,0.554573,0.499166
0.633933,0.764026,0.797053,0.764750,0.673946
0.684708,0.763398,0.745521,0.784463,0.670683
0.722700,0.719342,0.639042,0.637490,0.537902
0.609275,0.740855,0.694283,0.683351,0.538805
0.394835,0.461941,0.480624,0.528858,0.457178
0.574898,0.684931,0.629840,0.708865,0.653387
0.667289,0.772778,0.738060,0.786933,0.669973
0.703788,0.951317,0.751295,0.862556,0.646131
0.639473,0.754438,0.722838,0.765889,0.679895
0.492939,0.487410,0.434636,0.433817,0.358750
0.344993,0.364700,0.350199,0.414152,0.365658
0.625509,0.762601,0.718435,0.770889,0.674672
0.888591,0.834495,0.706674,0.734650,0.652362
0.676693,0.752874,0.707015,0.733083,0.710547
0.739820,0.753535,0.700866,0.742086,0.641263
0.686887,0.768497,0.730358,0.801520,0.699502
0.699634,0.731613,0.722159,0.781774,0.648099
0.683186,0.788849,0.754133,0.791822,0.681519
0.590164,0.638926,0.594506,0.624950,0.516353
0.408671,0.461290,0.436730,0.464744,0.407452
0.423945,0.493226,0.511501,0.516410,0.348761
0.281582,0.264341,0.246844,0.266126,0.236236
0.226794,0.255648,0.246190,0.267979,0.226787
0.221613,0.251690,0.238348,0.267499,0.219647
0.183023,0.190844,0.184432,0.195401,0.165880
0.223367,0.249846,0.236258,0.233903,0.173863
0.169502,0.193924,0.185256,0.200749,0.172203
0.176655,0.208139,0.190273,0.199033,0.170525
0.240436,0.267773,0.220949,0.220447,0.186749
0.191026,0.215090,0.191536,0.202052,0.175238
0.231260,0.250904,0.242117,0.259724,0.228924
0.229890,0.253689,0.241915,0.268669,0.222031
0.225400,0.251963,0.229465,0.209098,0.173814
0.168256,0.197042,0.183223,0.199182,0.174571
0.235804,0.253200,0.242194,0.264271,0.228837
0.225782,0.251908,0.238411,0.268552,0.221482
0.231382,0.250921,0.284925,0.199067,0.167413
0.230375,0.250531,0.243840,0.263441,0.225305
0.178506,0.199450,0.184269,0.191017,0.168203
0.229759,0.247508,0.239371,0.257448,0.224579
0.227975,0.250671,0.289937,0.196807,0.167238
0.169884,0.193356,0.182011,0.190906,0.165277
0.225620,0.242360,0.228990,0.251947,0.220325
0.188722,0.191354,0.183600,0.193126,0.167067
0.234589,0.254337,0.243346,0.265990,0.228241
0.172659,0.197645,0.193515,0.205576,0.180260
0.230304,0.252371,0.250323,0.270596,0.225889
0.235519,0.248252,0.237040,0.253104,0.225999
0.230776,0.252091,0.240899,0.265298,0.223777
0.170857,0.193908,0.183729,0.200605,0.169359
0.179237,0.201630,0.187657,0.198600,0.168607
0.176025,0.198482,0.181429,0.188479,0.165371
0.171939,0.193312,0.177256,0.189496,0.163728
0.220077,0.284372,0.175808,0.187275,0.162852
0.173968,0.194194,0.186658,0.195759,0.170428
0.232197,0.253811,0.244496,0.265992,0.226558
0.230819,0.248126,0.239863,0.258375,0.222372
0.180520,0.186390,0.174726,0.187692,0.164474
0.176950,0.190053,0.182492,0.190697,0.163492
0.178315,0.197120,0.182795,0.207176,0.168526
0.227479,0.237699,0.232445,0.254645,0.219239
0.233747,0.252780,0.246335,0.268431,0.227506
0.175861,0.203429,0.183977,0.189816,0.162226
0.231805,0.262141,0.203955,0.192409,0.164215
0.186914,0.195023,0.183122,0.197109,0.168894
0.172146,0.203878,0.194926,0.212331,0.182599
0.175324,0.204245,0.194337,0.206822,0.178705
0.186392,0.189108,0.175172,0.187029,0.167396
0.229086,0.252610,0.239957,0.259019,0.227596
0.233606,0.260850,0.249597,0.271145,0.230513
0.184444,0.189667,0.179977,0.197124,0.169702
0.168397,0.201284,0.189603,0.201606,0.172848
0.230809,0.250839,0.243969,0.277610,0.232427
0.231608,0.250859,0.240929,0.263759,0.225612
0.282280,0.201350,0.188310,0.200546,0.168354
0.229644,0.233149,0.186263,0.197465,0.185588
0.207902,0.201505,0.191139,0.198153,0.169993
0.232468,0.248538,0.237732,0.262998,0.226245
0.178091,0.199374,0.182345,0.188691,0.162602
0.227714,0.248953,0.241100,0.265561,0.222941
0.226053,0.245454,0.235604,0.259590,0.224336
0.174906,0.199808,0.186536,0.198737,0.168328
0.240901,0.260682,0.248395,0.267298,0.226541
0.228097,0.247088,0.238168,0.258428,0.219860
0.223462,0.241544,0.234582,0.256921,0.219872
0.231157,0.251132,0.242434,0.272657,0.224292
0.176517,0.199207,0.188705,0.198365,0.174884
0.229626,0.254004,0.280990,0.207221,0.171384
0.169926,0.197576,0.183086,0.202500,0.168470
0.172242,0.193569,0.186417,0.202891,0.170610
0.186980,0.209190,0.187177,0.198854,0.169993
0.227844,0.244465,0.236254,0.259632,0.226424
0.231864,0.246565,0.242802,0.287961,0.245180
0.180975,0.211523,0.192171,0.203214,0.172552
0.238140,0.252725,0.237663,0.255576,0.225745
0.189811,0.193625,0.178165,0.194136,0.171092
0.242446,0.203108,0.190255,0.205862,0.177183
0.229083,0.253794,0.242494,0.263047,0.224608
0.230078,0.356901,0.188934,0.199952,0.173108
0.177041,0.202942,0.196299,0.214711,0.179263
0.175361,0.204709,0.191908,0.202437,0.177513
0.224816,0.243357,0.231420,0.252244,0.219507
0.230278,0.247590,0.245803,0.255818,0.222896
0.230305,0.250569,0.243457,0.264537,0.224716
0.232085,0.254524,0.242667,0.331132,0.168375
0.231878,0.251639,0.242651,0.268083,0.225238
0.172377,0.206410,0.196411,0.194855,0.169120
0.190170,0.196818,0.189522,0.188192,0.164512
0.235596,0.249569,0.240409,0.259030,0.229157
0.229624,0.244114,0.233026,0.256422,0.224205
0.232160,0.328067,0.185092,0.196534,0.167596
0.230422,0.244174,0.236899,0.255951,0.223632
0.177075,0.196285,0.191438,0.202670,0.173952
0.199190,0.208284,0.194057,0.218370,0.162448
0.231225,0.246280,0.235432,0.261185,0.223987
0.228650,0.250177,0.239528,0.262831,0.224503
0.230127,0.238029,0.228876,0.250159,0.223811
0.231106,0.250582,0.237146,0.258608,0.225073
0.231695,0.251464,0.246712,0.265804,0.228674
0.185077,0.210992,0.187094,0.197349,0.166397
0.225840,0.247437,0.233903,0.292111,0.172427
0.225194,0.240907,0.230284,0.256113,0.218238
0.170773,0.193407,0.182493,0.196711,0.170158
0.178322,0.201018,0.186840,0.197670,0.164734
0.172123,0.193788,0.184215,0.194051,0.169357
0.231825,0.254731,0.251689,0.265124,0.230874
0.175199,0.195732,0.184743,0.196140,0.167371
0.176043,0.195220,0.184944,0.199758,0.173696
0.236061,0.245987,0.236686,0.256463,0.225440
0.231313,0.249523,0.239043,0.267182,0.229760
0.232941,0.248322,0.236359,0.257072,0.225011
0.230379,0.257134,0.239785,0.263934,0.224749
0.174831,0.195752,0.182962,0.189303,0.162810
0.231816,0.249682,0.236654,0.260086,0.225640
0.226334,0.242769,0.234078,0.258318,0.219407
0.186045,0.191661,0.175067,0.206651,0.163886
0.170409,0.191062,0.174717,0.188139,0.159438
0.231444,0.249118,0.242990,0.262414,0.229930
0.279092,0.197457,0.203323,0.195462,0.163204
0.228790,0.253215,0.242859,0.200335,0.168852
0.187666,0.212992,0.203003,0.218300,0.173657
0.236950,0.255906,0.243422,0.266838,0.224232
0.229704,0.246879,0.237619,0.262711,0.222288
0.183615,0.195294,0.184416,0.197426,0.171773
0.233492,0.223789,0.189682,0.208488,0.172313
0.178018,0.209958,0.199010,0.216258,0.168181
0.185871,0.200345,0.178222,0.193224,0.162235
0.179482,0.207100,0.192195,0.213988,0.180633
0.234084,0.257957,0.240037,0.267171,0.224810
0.238722,0.261523,0.245327,0.276711,0.230337
0.235269,0.255136,0.241460,0.256062,0.169874
0.226075,0.308610,0.182182,0.200879,0.162912
0.235026,0.257012,0.242706,0.273137,0.232171
0.185350,0.209546,0.200558,0.208373,0.168656
0.231541,0.246052,0.239134,0.268406,0.224637
0.178725,0.197515,0.191821,0.211570,0.174504
0.231286,0.251969,0.243668,0.266432,0.227980
0.194937,0.201176,0.188132,0.206409,0.173162
0.176444,0.188127,0.177492,0.192187,0.167149
0.175466,0.211853,0.182238,0.190766,0.162778
0.227999,0.241429,0.236555,0.260891,0.221316
0.177893,0.201585,0.180198,0.189052,0.161056
0.228650,0.313594,0.193184,0.203726,0.172972
0.176609,0.200876,0.187791,0.189705,0.164423
0.228709,0.250357,0.279344,0.267303,0.228369
0.172190,0.195739,0.187341,0.201268,0.183544
0.292017,0.307538,0.294453,0.315389,0.254457
0.179239,0.193013,0.181666,0.197065,0.165718
0.226992,0.239340,0.232318,0.266642,0.183367
0.191658,0.195004,0.184481,0.198761,0.170539
0.178098,0.193043,0.183894,0.196221,0.167095
0.177419,0.207998,0.200668,0.211527,0.179557
0.261337,0.286335,0.271033,0.319131,0.284660
0.286869,0.283004,0.283586,0.305429,0.258902
0.339271,0.365029,0.340651,0.380286,0.330537
0.548880,0.586839,0.557347,0.619864,0.549525
0.714998,0.774878,0.710069,0.781550,0.685688
0.745675,0.827649,0.709557,0.745162,0.637676
0.635222,0.739149,0.726299,0.853742,0.695711
0.745368,0.764514,0.697480,0.741930,0.645802
0.678772,0.839005,0.732534,0.774922,0.658476
0.524207,0.546276,0.509205,0.516549,0.419567
0.581775,0.627699,0.613524,0.664062,0.564210
0.669015,0.776422,0.685089,0.743384,0.636483
0.743060,0.791014,0.693869,0.706781,0.585104
0.468795,0.536155,0.443806,0.480940,0.385879
0.264159,0.287465,0.270985,0.267133,0.220875
0.176340,0.200151,0.182138,0.192344,0.165839
0.228274,0.248445,0.224781,0.200511,0.166983
0.260308,0.298754,0.293589,0.345640,0.294150
0.276571,0.314367,0.320350,0.350309,0.314886
0.613982,0.662568,0.604512,0.597553,0.514501
0.283583,0.300256,0.291921,0.325755,0.233623
0.258055,0.277314,0.261257,0.263939,0.227234
0.169010,0.193511,0.188115,0.198542,0.168970
0.231236,0.250087,0.238591,0.264319,0.222593
0.229784,0.249687,0.240476,0.266421,0.227391
0.234186,0.253995,0.241350,0.265488,0.227518
0.235696,0.244014,0.234954,0.278382,0.226623
0.226924,0.243797,0.231866,0.252936,0.219941
0.171138,0.199181,0.193922,0.209371,0.180498
0.237550,0.263175,0.248839,0.270622,0.230290
0.179529,0.186798,0.180198,0.189577,0.161393
0.232412,0.254732,0.241598,0.267915,0.225519
0.230635,0.248402,0.243773,0.262133,0.224043
0.237401,0.253708,0.240603,0.262017,0.227222
0.224619,0.244540,0.232598,0.256107,0.220610
0.260647,0.286421,0.301553,0.334530,0.300729
0.317989,0.369200,0.217800,0.252353,0.199001
0.180498,0.188061,0.179093,0.194153,0.167400
0.234257,0.257219,0.245533,0.278487,0.229405
0.177175,0.207345,0.192985,0.203290,0.174236
0.181703,0.195795,0.176889,0.188484,0.165175
0.229893,0.255641,0.241916,0.271119,0.227138
0.240912,0.256443,0.249535,0.272536,0.236417
0.232750,0.250647,0.241713,0.270507,0.234505
0.229176,0.252122,0.249737,0.273380,0.231493
0.241654,0.258899,0.244736,0.274228,0.235204
0.231769,0.246195,0.235501,0.287402,0.225868
0.231933,0.247104,0.239408,0.274305,0.234825
0.177704,0.200690,0.192014,0.206926,0.173307
0.232643,0.244665,0.234407,0.257903,0.226573
0.229032,0.250082,0.319213,0.205469,0.166527
0.176238,0.203490,0.196391,0.199053,0.166513
0.229127,0.243553,0.235997,0.253499,0.220790
0.229684,0.245141,0.239327,0.259835,0.221431
0.226342,0.237601,0.229316,0.254442,0.218957
0.233098,0.253033,0.242604,0.264827,0.227788
0.183278,0.193100,0.178044,0.191068,0.163291
0.228915,0.247328,0.236592,0.264965,0.222864
0.234566,0.250097,0.238789,0.259314,0.227533
0.230465,0.253000,0.238435,0.259015,0.224696
0.175215,0.198198,0.211373,0.195911,0.163721
0.175247,0.203855,0.192843,0.199746,0.168077
0.235481,0.254959,0.242566,0.281551,0.225732
0.170160,0.194965,0.183454,0.199448,0.178459
0.237315,0.259308,0.247931,0.270756,0.229070
0.235328,0.255668,0.241453,0.270572,0.225546
0.232401,0.245090,0.237987,0.261437,0.236787
0.205406,0.189440,0.177241,0.192847,0.162943
0.233312,0.211464,0.179644,0.189919,0.166383
0.229221,0.251441,0.217328,0.203876,0.171356
0.230080,0.251324,0.241021,0.265344,0.224598
0.226604,0.250183,0.237890,0.278951,0.222396
0.201541,0.198167,0.180802,0.195126,0.168725
0.169781,0.191862,0.190120,0.192841,0.165262
0.173230,0.201125,0.186424,0.195260,0.167230
0.231907,0.250121,0.242068,0.263792,0.224570
0.235729,0.255324,0.242607,0.264487,0.225159
0.229197,0.246518,0.235510,0.264098,0.221953
0.230600,0.238196,0.229440,0.252821,0.219536
0.225189,0.199074,0.176020,0.188492,0.161513
0.230557,0.252760,0.243096,0.269583,0.228589
0.231302,0.248325,0.268888,0.208428,0.168283
0.176898,0.206715,0.196136,0.209310,0.171668
0.226740,0.249227,0.232159,0.261787,0.225201
0.235102,0.248661,0.276559,0.198263,0.166081
0.230023,0.246058,0.197555,0.308085,0.198745
0.186670,0.191494,0.179567,0.192270,0.167402
0.180319,0.203049,0.191637,0.201502,0.174880
0.229701,0.258323,0.240355,0.260277,0.225725
0.227950,0.249040,0.256985,0.268582,0.230802
0.230357,0.249961,0.240390,0.260192,0.221568
0.226679,0.251035,0.243648,0.261039,0.178991
0.180153,0.201837,0.193198,0.198442,0.164772
0.229407,0.327426,0.193715,0.193810,0.170580
0.232555,0.246268,0.238690,0.254429,0.223154
0.228776,0.247216,0.236776,0.266378,0.228417
0.231984,0.246048,0.235411,0.259719,0.279528
0.319050,0.199538,0.214032,0.203134,0.180258
0.173076,0.198526,0.188383,0.200816,0.174601
0.229914,0.255876,0.243457,0.267433,0.224109
0.233258,0.245053,0.236698,0.262530,0.226011
0.231688,0.251893,0.240470,0.263257,0.226941
0.224797,0.264923,0.184261,0.189144,0.162692
0.232364,0.246056,0.238161,0.257739,0.223341
0.173307,0.194621,0.183070,0.193540,0.170060
0.180181,0.208426,0.200715,0.214480,0.175377
0.227636,0.251708,0.237238,0.263226,0.223623
0.235135,0.251282,0.239895,0.277464,0.226619
0.226004,0.240330,0.230249,0.250926,0.217520
0.185594,0.201353,0.182274,0.191248,0.165571
0.174977,0.191586,0.183523,0.189705,0.162945
0.179156,0.206225,0.194067,0.205248,0.177937
0.241995,0.250174,0.246503,0.268183,0.232981
0.199977,0.192138,0.176647,0.191750,0.166585
0.239910,0.257721,0.254038,0.269862,0.222102
0.232112,0.243443,0.232809,0.256021,0.224363
0.238134,0.250171,0.238680,0.257569,0.229014
0.235669,0.318948,0.192040,0.203081,0.180188
0.184874,0.208879,0.185424,0.193977,0.167241
0.242028,0.199062,0.184957,0.201017,0.169850
0.170398,0.195540,0.189513,0.196056,0.171655
0.169774,0.206307,0.183925,0.190805,0.163199
0.176450,0.186124,0.178614,0.194844,0.164670
0.180141,0.192900,0.180235,0.190757,0.167872
0.233029,0.208746,0.179541,0.193268,0.166861
0.231644,0.252740,0.250574,0.270733,0.230385
0.223108,0.247170,0.242070,0.265787,0.226702
0.236811,0.260116,0.246204,0.272018,0.232295
0.229240,0.242996,0.230825,0.256171,0.217772
0.183581,0.211997,0.190412,0.195105,0.170508
0.175884,0.200830,0.190540,0.207809,0.177903
0.228333,0.240786,0.280850,0.222265,0.197032
0.222611,0.247668,0.241623,0.268316,0.228087
0.180490,0.200038,0.190038,0.200520,0.166904
0.172212,0.195127,0.189697,0.204127,0.176286
0.192584,0.195974,0.182168,0.198817,0.163902
0.231294,0.251084,0.241048,0.263141,0.169540
0.229979,0.248904,0.237358,0.269920,0.221299
0.178248,0.201383,0.194484,0.208334,0.180253
0.236935,0.259530,0.241490,0.272040,0.228578
0.229780,0.253171,0.241638,0.310026,0.174169
0.177676,0.206281,0.188617,0.200082,0.166000
0.183017,0.201023,0.197941,0.205652,0.177158
0.169643,0.200288,0.192201,0.200257,0.167356
0.269252,0.199384,0.185641,0.199324,0.167117
0.307576,0.197771,0.178798,0.195488,0.163973
0.186128,0.192019,0.180992,0.207491,0.167233
0.176314,0.190622,0.182998,0.203097,0.165358
0.168453,0.196396,0.189362,0.204581,0.173317
0.174951,0.192769,0.179729,0.195195,0.165088
0.234161,0.256632,0.247867,0.290780,0.225647
0.235058,0.248086,0.240488,0.265725,0.224890
0.235351,0.254949,0.258809,0.266565,0.178566
0.172303,0.199438,0.192830,0.202396,0.169692
0.175455,0.204970,0.192648,0.204399,0.173863
0.240557,0.256229,0.238636,0.259704,0.209846
0.180637,0.188863,0.190910,0.194624,0.164199
0.230453,0.246171,0.235112,0.256652,0.291818
0.174862,0.202292,0.190782,0.201891,0.176055
0.190918,0.215443,0.175036,0.188516,0.165811
0.234002,0.246019,0.208109,0.200709,0.172707
0.173667,0.186143,0.174464,0.190806,0.160236
0.230859,0.252827,0.242435,0.272017,0.228325
0.168806,0.198087,0.186850,0.199314,0.175359
0.229607,0.250414,0.243604,0.272878,0.225528
0.231419,0.236858,0.182694,0.204676,0.166847
0.171814,0.187864,0.179354,0.191346,0.165280
0.187374,0.213211,0.195747,0.206033,0.176650
0.181365,0.201824,0.195104,0.205893,0.170518
0.171081,0.273960,0.187514,0.203071,0.169422
0.286574,0.345682,0.264703,0.244714,0.216083
0.334482,0.355737,0.349193,0.325789,0.260182
0.492084,0.522225,0.380045,0.395479,0.345316
0.508163,0.556588,0.594186,0.640923,0.482411
0.723847,0.735708,0.708070,0.717030,0.537283
0.555331,0.631306,0.608476,0.686000,0.610343
0.694164,0.775092,0.767327,0.832039,0.615000
0.681223,0.774044,0.729740,0.780072,0.672659
0.701935,0.829762,0.827891,0.782495,0.659485
0.743876,0.747080,0.693507,0.724109,0.646049
0.742304,0.788044,0.710843,0.727693,0.588414
0.356636,0.382943,0.333782,0.349606,0.298905
0.515615,0.586312,0.433979,0.453839,0.440292
0.511002,0.559417,0.517703,0.544439,0.504691
0.491235,0.476478,0.485670,0.542083,0.531815
0.473819,0.493434,0.441822,0.463858,0.416423
0.499793,0.566468,0.632780,0.497269,0.453923
0.516663,0.511388,0.354672,0.383113,0.336294
0.472244,0.500516,0.473375,0.596867,0.524830
0.538976,0.623181,0.614152,0.674705,0.599823
0.665100,0.809441,0.803555,0.871500,0.524655
0.686462,0.780280,0.689043,0.740632,0.646768
0.755953,0.839314,0.705525,0.746630,0.667765
0.701533,0.758053,0.700314,0.685068,0.589489
0.408382,0.562338,0.386680,0.408797,0.365521
0.488068,0.589520,0.603778,0.699186,0.670650
0.773266,0.768227,0.703561,0.738350,0.658957
0.699696,0.740869,0.700769,0.740427,0.658730
0.687076,0.764052,0.730726,0.800671,0.681504
0.679395,0.800433,0.731895,0.789469,0.673465
0.675167,0.756452,0.724612,0.837839,0.678405
0.688471,0.773320,0.740913,0.778979,0.674700
0.614935,0.653474,0.528835,0.539807,0.431896
0.489546,0.555422,0.536890,0.592655,0.556956
0.681697,0.778254,0.733518,0.795230,0.720957
0.697996,0.762567,0.727037,0.813222,0.220617
0.183307,0.205263,0.324673,0.401652,0.350843
0.497902,0.580412,0.552444,0.632458,0.565524
0.687074,0.775997,0.734061,0.850156,0.481920
0.226035,0.238463,0.833764,0.782769,0.677565
0.695262,0.771976,0.729150,0.802654,0.621923
0.525525,0.872881,0.719177,0.746979,0.698330
0.694143,0.752874,0.700775,0.739557,0.639015
0.698541,0.815970,0.737848,0.771527,0.668340
0.699319,0.780408,0.724545,0.780340,0.686838
0.780043,0.791178,0.827973,0.882123,0.695302
0.717695,0.751506,0.703569,0.747578,0.630960
0.667207,0.757847,1.014464,0.779691,0.641801
0.684986,0.770276,0.729071,0.787999,0.678187
0.677672,0.769186,0.635923,0.489721,0.405588
0.700501,0.900525,0.842052,0.803490,0.750501
0.685735,0.791174,0.668151,0.658908,0.542164
0.335727,0.370528,0.347876,0.324319,0.288010
0.264191,0.297924,0.292967,0.340393,0.296960
0.443213,0.514222,0.366657,0.420014,0.304501
0.219153,0.244808,0.211042,0.220140,0.191510
0.236048,0.264602,0.262118,0.281598,0.239885
0.208814,0.224866,0.209186,0.230493,0.208933
0.368316,0.418379,0.428640,0.508470,0.445542
0.297376,0.312724,0.297185,0.316417,0.246563
0.279874,0.304006,0.293324,0.333557,0.300655
0.564738,0.639475,0.663615,0.771910,0.686711
0.586094,0.596813,0.593187,0.590339,0.479047
0.692601,0.783067,0.703241,0.746123,0.629544
0.681654,0.793096,0.737323,0.798302,0.690943
0.719298,0.774063,0.737037,0.815400,0.401511
0.561619,0.572370,0.491327,0.547129,0.469185
0.494254,0.483960,0.445290,0.432630,0.371388
0.466773,0.541866,0.567735,0.657423,0.615493
0.620787,0.735178,0.673381,0.715339,0.644346
0.592700,0.628563,0.636956,0.695798,0.566403
0.714046,0.788773,0.706750,0.811236,0.636426
0.701943,0.779727,0.726045,0.737665,0.641320
0.695351,0.791538,0.709161,0.749010,0.669557
0.674515,0.769264,0.727534,0.770029,0.682229
0.687295,0.788423,0.733051,0.758005,0.669723
0.681974,0.754768,0.715107,0.771176,0.728592
0.699861,0.789433,0.757549,0.801861,0.675932
0.691131,0.755500,0.730085,0.795223,0.245636
0.173062,0.200989,0.185484,0.246594,0.394250
0.408209,0.463458,0.398509,0.421859,0.352070
0.323038,0.360449,0.351332,0.364448,0.303144
0.468381,0.365934,0.346575,0.399871,0.367103
0.498967,0.579783,0.606919,0.606878,0.576535
0.505897,0.605540,0.552468,0.566981,0.463256
0.680901,0.580163,0.481686,0.508187,0.401431
0.377262,0.466145,0.470330,0.509035,0.470099
0.685065,0.764320,0.733646,0.805628,0.704331
0.668361,0.790366,0.677957,0.687903,0.533377
0.602765,0.731165,0.720691,0.798630,0.693889
0.700819,0.772308,0.693646,0.656969,0.644704
0.578064,0.567215,0.524116,0.511627,0.444283
0.408011,0.408712,0.338801,0.318423,0.252824
0.282337,0.317271,0.296506,0.301468,0.252392
0.287920,0.355785,0.338083,0.402998,0.359845
0.347234,0.381279,0.358995,0.375008,0.333153
0.418867,0.348756,0.348651,0.366162,0.321489
0.420446,0.466080,0.464698,0.482133,0.422591
0.368065,0.435068,0.395882,0.403500,0.342698
0.296143,0.351518,0.352302,0.368515,0.308921
0.423793,0.493340,0.519009,0.511297,0.441109
0.452373,0.506530,0.483353,0.556605,0.493584
0.695347,0.767345,0.705775,0.734683,0.649673
0.662955,0.670714,0.615411,0.565129,0.503032
0.520703,0.588935,0.579917,0.651831,0.608901
0.687413,0.835985,0.733202,0.777184,0.662985
0.686061,0.771833,0.737018,0.802170,0.691262
0.222412,0.820563,0.747586,0.774852,0.657616
0.676319,0.761293,0.727047,0.784542,0.682229
0.683163,0.756005,0.692875,0.749539,0.636938
0.664316,0.774752,0.719934,0.770970,0.665590
0.442217,0.413353,0.388390,0.429106,0.380790
0.505078,0.516375,0.440986,0.480309,0.372898
0.500541,0.595692,0.604980,0.714036,0.687626
0.720564,0.782411,0.752585,0.775726,0.677504
0.673802,0.760223,0.718288,0.753491,0.683222
0.673760,0.762756,0.726430,0.770299,0.673831
0.707335,0.734730,0.696717,0.731766,0.637163
0.222794,0.445730,0.736883,0.793416,0.691025
